REG_ALUNO,SIGLA_CURS,STATUS,D_ADIMISSA,D_FINAL,D_TRANCA,D_PRELIMI,D_RETORNO,D_PROPOSTA,D_INTEGRADO,D_QUALIFICAÇÃO,D_SEMINÁRIO,D_SITUÇÃO,TOTCREDI,CONCGLOB,NOTAGLOB,COD_BANCA,NIVEL,TITUTESE,APROVADO,O_ACADEM,O_PESQ1,O_PESQ2,O_PESQ3,O_PESQ4,Observação
1.0765420090000000e+09,"ETECSE","Desligado","03/02/09 00:00:00",,,,,,,,,,0.0000000000000000e+00,,,,"Mestrado",,"Sim",3.5265000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.0766220090000000e+09,"ETECSE","Desligado","03/02/09 00:00:00",,,,,,,,,,,,0.00000000e+00,,"Mestrado",,,3.5265000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.0767020090000000e+09,"ETECSE","Desligado","03/02/09 00:00:00",,,,,,,,,,0.0000000000000000e+00,,,,"Mestrado",,"Sim",3.5265000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.0769720090000000e+09,"ETECSE","Concluído","03/02/09 00:00:00","11/10/10 00:00:00",,,,"05/14/10 00:00:00",,,,"11/10/10 00:00:00",3.6000000000000000e+01,"A ",4.03433323e+00,,"Mestrado","""UMA ABORDAGEM EM ARQUITETURA CONDUZIDA POR MODELOS APLICADA A SOFTWARE EMBARCADO DE TEMPO REAL ESPACIAL""","Sim",3.5265000000000000e+04,6.3880000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.0770020090000000e+09,"ETECSE","Desistiu","03/02/09 00:00:00",,,,,,,,,"04/13/09 00:00:00",0.0000000000000000e+00,,,,"Mestrado",,"Sim",3.5265000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.0771920090000000e+09,"ETECSE","Desligado","03/02/09 00:00:00",,,,,,,,,,0.0000000000000000e+00,,,,"Mestrado",,"Sim",3.5265000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.0772720090000000e+09,"ETECSE","Concluído","03/02/09 00:00:00","03/31/11 00:00:00",,,,"02/19/10 00:00:00",,,,"03/31/11 00:00:00",3.6000000000000000e+01,"A-",3.68433332e+00,,"Mestrado","“AUXILIO COMPUTACIONAL A UM PROCESSO DE ENGENHARIA SIMULTÂNEA DE SISTEMAS ESPACIAIS”","Sim",3.5265000000000000e+04,2.4240000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.0773520090000000e+09,"ETECSE","Desligado","03/02/09 00:00:00",,,,,,,,,,0.0000000000000000e+00,,,,"Mestrado",,"Sim",3.5265000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.0774320090000000e+09,"ETECSE","Desligado","03/02/09 00:00:00",,,,,,,,,,0.0000000000000000e+00,,,,"Mestrado",,"Sim",3.5265000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.0775120090000000e+09,"ETECSE","Desligado","03/02/09 00:00:00",,,,,,,,,,0.0000000000000000e+00,,,,"Mestrado",,"Sim",3.5265000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.0778620090000000e+09,"CAP","Desistiu","03/02/09 00:00:00",,,,,,,,,"09/03/09 00:00:00",2.7000000000000000e+01,"D",1.50100005e+00,,"Doutorado",,"Não",8.4751000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.0779420090000000e+09,"CAP","Desistiu","03/02/09 00:00:00",,,,,,,,,,,,0.00000000e+00,,"Doutorado",,,8.4751000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.0781620090000000e+09,"ETECMC","Desistiu","03/02/09 00:00:00",,,,,,,,,,,,0.00000000e+00,,"Doutorado",,,3.5265000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.0785920090000000e+09,"MET","Concluído","03/02/09 00:00:00","02/22/11 00:00:00",,,,"06/01/10 00:00:00",,,,"02/22/11 00:00:00",3.7000000000000000e+01,"A-",3.58100009e+00,,"Mestrado","""INFLUÊNCIAS REMOTAS NA PREVISIBILIDADE, ESTRUTURA E CICLO DE VIDA DA ZONA DE CONVERGÊNCIA DO ATLÂNTICO SUL""","Sim",2.2101000000000000e+04,3.6598790000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.0788320090000000e+09,"MET","Desistiu","03/02/09 00:00:00",,,,,,,,,,,,0.00000000e+00,,"Mestrado",,,2.2101000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.0993220090000000e+09,"MET","Desistiu","03/02/09 00:00:00",,,,,,,,,,,,0.00000000e+00,,"Mestrado",,,2.2101000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.0995920090000000e+09,"MET","Desistiu","03/02/09 00:00:00",,,,,,,,,,,,0.00000000e+00,,"Mestrado",,,2.2101000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.0996720090000000e+09,"MET","Desistiu","03/02/09 00:00:00",,,,,,,,,,,,0.00000000e+00,,"Mestrado",,,2.2101000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.0998320090000000e+09,"MET","Desistiu","03/02/09 00:00:00",,,,,,,,,,,,0.00000000e+00,,"Mestrado",,,2.2101000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.1001920090000000e+09,"MET","Concluído","03/02/09 00:00:00","02/26/15 00:00:00",,,,"12/16/10 00:00:00",,"06/02/10 00:00:00",,"02/26/15 00:00:00",8.1000000000000000e+01,"B+",3.25484610e+00,,"Doutorado","""AVALIAÇÃO DA INCERTEZA NAS ESTIMATIVAS DE PRECIPITAÇÃO POR SATÉLITE E SUA PROPAGAÇÃO NO MODELO HIDROLÓGICO DISTRIBUÍDO MHD-INPE""","Sim",2.2101000000000000e+04,3.2569870000000000e+06,5.5689789630000000e+09,0.0000000000000000e+00,0.0000000000000000e+00,
1.1004320090000000e+09,"CAP","Desistiu","03/02/09 00:00:00",,,,,,,,,"09/25/09 00:00:00",1.3000000000000000e+01,"C+",2.26415801e+00,,"Mestrado",,"Não",8.4751000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.1007820090000000e+09,"CAP","Concluído","03/02/09 00:00:00","02/28/11 00:00:00",,,,"05/31/10 00:00:00",,,,"02/28/11 00:00:00",3.7000000000000000e+01,"A-",3.84500003e+00,,"Mestrado","""ABORDAGEM HIERÁRQUICA AO MÉTODO HÍBRIDO DE ESTIMAÇÃO DE DANOS EM ESTRUTURAS AEROESPACIAIS""","Sim",8.4751000000000000e+04,4.8437000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.1009420090000000e+09,"CAP","Desistiu","03/02/09 00:00:00",,,,,,,,,,0.0000000000000000e+00,"D",1.00000005e-03,,"Mestrado",,"Não",8.4751000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.1010820090000000e+09,"CAP","Desistiu","03/02/09 00:00:00",,,,,"08/23/10 00:00:00",,,,"06/07/11 00:00:00",2.5000000000000000e+01,"A-",3.49699998e+00,,"Mestrado",,"Sim",8.4751000000000000e+04,7.4772000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.1012420090000000e+09,"CAP","Desistiu","03/02/09 00:00:00",,,,,,,,,,,,0.00000000e+00,,"Mestrado",,,8.4751000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.1013220090000000e+09,"CAP","Concluído","03/02/09 00:00:00","04/13/12 00:00:00",,,,"05/31/10 00:00:00",,,,"04/13/12 00:00:00",4.1000000000000000e+01,"A-",3.57341385e+00,,"Mestrado","“RELAÇÕES ENTRE AGENTES E O ESPAÇO EM MODELOS DE USO DA TERRA”","Sim",8.4751000000000000e+04,9.9457100000000000e+05,4.1424000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,
1.1014020090000000e+09,"SER","Concluído","03/02/09 00:00:00","04/08/11 00:00:00",,,,"03/30/10 00:00:00",,,,"04/08/11 00:00:00",3.8000000000000000e+01,"A-",3.69715381e+00,,"Mestrado","""ABORDAGENS ESPACIAIS PARA CARACTERIZAÇÃO DOS CONDICIONANTES SOCIOAMBIENTAIS ASSOCIADOS AO RISCO DE MALÁRIA EM NOVAS FRONTEIRAS NA AMAZÔNIA: O CASO DE LÁBREA, AMAZONAS""","Sim",2.0969806672000000e+10,6.1069000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.1016720090000000e+09,"SER","Desistiu","03/02/09 00:00:00",,,,,,,,,,,,0.00000000e+00,,"Mestrado",,,2.0969806672000000e+10,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.1019120090000000e+09,"SER","Concluído","03/02/09 00:00:00","02/24/11 00:00:00",,,,"03/15/10 00:00:00",,,,"02/24/11 00:00:00",3.8000000000000000e+01,"A-",3.65484619e+00,,"Mestrado","""ANÁLISE DE IMAGEM POLARIMÉTRICA TERRASAR-X PARA CLASSIFICAÇÃO DE USO E COBERTURA DA TERRA NA PORÇÃO SUDOESTE DA AMAZÔNIA BRASILEIRA""","Sim",2.0969806672000000e+10,8.7211000000000000e+04,9.7829000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,
1.1024820090000000e+09,"SER","Desligado","03/02/09 00:00:00",,,,,,,,,"07/07/09 00:00:00",6.0000000000000000e+00,"C ",1.90100002e+00,,"Mestrado",,"Não",2.0969806672000000e+10,2.0969806672000000e+10,7.5027000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,"Aluna desligada pelo conceito final."
1.1029920090000000e+09,"SER","Desligado","03/02/09 00:00:00",,,,,,,,,"07/07/09 00:00:00",6.0000000000000000e+00,"C ",2.13433337e+00,,"Mestrado",,"Não",2.0969806672000000e+10,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,"Aluna desligada pelo conceito final."
1.1031020090000000e+09,"SER","Desistiu","03/02/09 00:00:00",,,,,,,,,,,,0.00000000e+00,,"Mestrado",,,2.0969806672000000e+10,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.1033720090000000e+09,"SER","Desligado","03/02/09 00:00:00",,,,,,,,,"07/07/09 00:00:00",6.0000000000000000e+00,"C ",2.10100007e+00,,"Mestrado",,"Não",2.0969806672000000e+10,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,"Aluna desligada pelo conceito final."
1.1035320090000000e+09,"SER","Concluído","03/02/09 00:00:00","04/18/11 00:00:00",,,,"03/11/10 00:00:00",,,,"04/18/11 00:00:00",4.7000000000000000e+01,"A ",3.94475007e+00,,"Mestrado","""AVALIAÇÃO DOS DADOS SRTM E GDEM APLICADOS À MODELAGEM DO FATOR TOPOGRÁFICO DA USLE""","Sim",2.0969806672000000e+10,9.8043000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.1039620090000000e+09,"SER","Desistiu","03/02/09 00:00:00",,,,,,,,,,,,0.00000000e+00,,"Doutorado",,,2.0969806672000000e+10,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.1042620090000000e+09,"SER","Desligado","03/02/09 00:00:00",,,,,,,,,"07/07/09 00:00:00",3.0000000000000000e+01,"C-",1.82827270e+00,,"Doutorado",,"Não",2.0969806672000000e+10,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,"Aluna desligada pelo conceito final."
1.1045020090000000e+09,"AST","Desistiu","03/02/09 00:00:00",,,,,,,,,,,,0.00000000e+00,,"Mestrado",,,6.0364000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.1046920090000000e+09,"AST","Concluído","03/02/09 00:00:00","02/25/11 00:00:00",,,,"04/26/10 00:00:00",,,,"02/25/11 00:00:00",7.3000000000000000e+01,"A-",3.84190893e+00,,"Mestrado","""IDENTIFICAÇÃO DE AGLOMERADOS DE GALÁXIAS EM MAPAS DA RCFM UTILIZANDO O EFEITO SUNYAEV ZEL'DOVICH""","Sim",6.0364000000000000e+04,6.0364000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.1047720090000000e+09,"AST","Concluído","03/02/09 00:00:00","02/18/11 00:00:00",,,,"09/01/10 00:00:00",,,,"02/18/11 00:00:00",3.6000000000000000e+01,"A-",3.83909512e+00,,"Mestrado","""MODELO PARA SIMULAÇÃO DE TRÂNSITOS DE PLANETAS COM LUAS E ANÉIS""","Sim",6.0364000000000000e+04,2.3658969600000000e+08,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.1048520090000000e+09,"ISO","Concluído","03/02/09 00:00:00",,,,,,,,,,1.1000000000000000e+01,"B+",3.38281822e+00,,"Isolado",,"Sim",6.0364000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.1057420090000000e+09,"GES","Desistiu","03/02/09 00:00:00",,,,,,,,,,,,0.00000000e+00,,"Mestrado",,,1.2546893000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.1058220090000000e+09,"GES","Desistiu","03/02/09 00:00:00",,,,,,,,,,,,0.00000000e+00,,"Mestrado",,,1.2546893000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.1060420090000000e+09,"GESAST","Concluído","03/02/09 00:00:00","02/28/11 00:00:00",,,,"05/11/10 00:00:00",,,,"02/28/11 00:00:00",3.7000000000000000e+01,"A-",3.70499992e+00,,"Mestrado","“STUDY OF SOLAR-INTERPLANETARY-GEOMAGNETIC DISTURBANCES USING DATA FROM THE GLOBAL MUON DETECTOR NETWORK AND THE LASCO CORONAGRAPH”","Sim",1.2546893000000000e+07,2.8460000000000000e+04,6.8000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,
1.1062020090000000e+09,"ETECMS","Desistiu","03/02/09 00:00:00",,,,,,,,,,,,0.00000000e+00,,"Doutorado",,,3.5265000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.1063920090000000e+09,"ETECMS","Desistiu","03/02/09 00:00:00",,,,,,,,,,,,0.00000000e+00,,"Doutorado",,,3.5265000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.1065520090000000e+09,"ETECMS","Desistiu","03/02/09 00:00:00",,,,,,,,,,,,0.00000000e+00,,"Mestrado",,,3.5265000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.1070120090000000e+09,"ETEPCP","Desistiu","03/02/09 00:00:00",,,,,,,,,,,,0.00000000e+00,,"Doutorado",,,3.5265000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.1076020090000000e+09,"ISO","Concluído","03/02/09 00:00:00",,,,,,,,,,9.0000000000000000e+00,"B-",2.57599998e+00,,"Isolado",,"Sim",8.4751000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.1081720090000000e+09,"ISO","Concluído","03/02/09 00:00:00",,,,,,,,,,1.2000000000000000e+01,"A ",4.06766653e+00,,"Isolado",,"Sim",3.5265000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.1086820090000000e+09,"ISO","Concluído","03/02/09 00:00:00",,,,,,,,,,3.0000000000000000e+00,"B ",3.00099993e+00,,"Isolado",,"Sim",6.0364000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.1087620090000000e+09,"ISO","Concluído","03/02/09 00:00:00",,,,,,,,,,7.0000000000000000e+00,"B+",3.27242851e+00,,"Isolado",,"Sim",6.0364000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.1093020090000000e+09,"ISO","Concluído","03/02/09 00:00:00",,,,,,,,,,6.0000000000000000e+00,"A-",3.60099983e+00,,"Isolado",,"Sim",3.5265000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.1095720090000000e+09,"ISO","Concluído","03/02/09 00:00:00",,,,,,,,,,1.2000000000000000e+01,"A-",3.70099998e+00,,"Isolado",,"Sim",3.5265000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.1100720090000000e+09,"ISO","Desistiu","03/02/09 00:00:00",,,,,,,,,,,,0.00000000e+00,,"Isolado",,,2.0969806672000000e+10,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.1102320090000000e+09,"ISO","Concluído","03/02/09 00:00:00",,,,,,,,,,1.8000000000000000e+01,"B ",3.14544439e+00,,"Isolado",,"Sim",3.5265000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.1115520090000000e+09,"ISO","Concluído","03/02/09 00:00:00",,,,,,,,,,8.0000000000000000e+00,"A ",3.85100007e+00,,"Isolado",,"Sim",3.5265000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.1116320090000000e+09,"ISO","Desistiu","03/02/09 00:00:00",,,,,,,,,,4.0000000000000000e+00,"B ",3.00099993e+00,,"Isolado",,"Sim",3.5265000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.1126020090000000e+09,"SER","Desistiu","06/01/09 00:00:00",,,,,,,,,"07/24/09 00:00:00",0.0000000000000000e+00,"D",1.00000005e-03,,"Doutorado",,"Não",2.0969806672000000e+10,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.0669020080000000e+09,"ISO","Concluído","03/03/08 00:00:00",,,,,,,,,,4.0000000000000000e+00,"B+",3.30099988e+00,,"Isolado",,"Sim",3.5265000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.0768920090000000e+09,"ETECSE","Desligado","03/02/09 00:00:00",,,,,,,,,,0.0000000000000000e+00,,,,"Mestrado",,"Sim",3.5265000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.1143020090000000e+09,"ISO","Concluído","06/01/09 00:00:00",,,,,,,,,,1.1000000000000000e+01,"A ",3.89190912e+00,,"Isolado",,"Sim",1.2546893000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.0196620110000000e+09,"ETECMS","Ativo","03/01/11 00:00:00",,,,,"02/18/14 00:00:00",,"05/29/12 00:00:00",,,6.2000000000000000e+01,"A ",4.03999996e+00,,"Doutorado",,"Sim",1.5768000000000000e+04,1.5479890000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,"Regimento Geral de 2015."
1.1868020110000000e+09,"ETECMS","Concluído","03/01/11 00:00:00","04/02/13 00:00:00",,,,"11/06/12 00:00:00",,,,"04/02/13 00:00:00",3.7000000000000000e+01,"A-",3.74900007e+00,,"Mestrado","""ESTUDOS DOS MECANISMOS QUE PROMOVEM A ADERÊNCIA DE DLC NA SUPERFÍCIE DE COBRE""","Sim",1.5768000000000000e+04,4.5845789000000000e+07,2.1547800000000000e+05,,0.0000000000000000e+00,
1.1869920110000000e+09,"ETECMS","Desistiu","03/01/11 00:00:00",,,,,,,,,"07/07/11 00:00:00",0.0000000000000000e+00,"D",1.00000005e-03,,"Mestrado",,"Não",1.5768000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.1870220110000000e+09,"ETECMS","Desistiu","03/01/11 00:00:00",,,,,,,,,"07/11/11 00:00:00",0.0000000000000000e+00,"D",1.00000005e-03,,"Mestrado",,"Não",1.5768000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.1419720100000000e+09,"ISO","Concluído","03/01/10 00:00:00",,,,,,,,,,4.0000000000000000e+00,"A+",4.20099974e+00,,"Isolado",,"Sim",1.5768000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.0514720070000000e+09,"ISO","Concluído","09/05/07 00:00:00",,,,,,,,,,,,0.00000000e+00,,"Isolado",,,8.4751000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.1129520090000000e+09,"CAP","Desistiu","06/01/09 00:00:00",,,,,,,,,"10/27/09 00:00:00",6.0000000000000000e+00,"D",1.53433335e+00,,"Mestrado",,"Não",8.4751000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.1130920090000000e+09,"AST","Concluído","06/01/09 00:00:00","02/24/11 00:00:00",,,,"05/31/10 00:00:00",,,,"02/24/11 00:00:00",3.7000000000000000e+01,"A-",3.59645462e+00,,"Mestrado","""CALIBRAÇÃO DO MAPA DE EMISSÃO SÍNCROTRON DO RADIOTELESCÓPIO GEM UTILIZANDO OS DADOS DE TEMPERATURA ABSOLUTA DO EXPERIMENTO ARCADE 2""","Sim",6.0364000000000000e+04,6.0364000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.1132520090000000e+09,"CAP","Desligado","06/01/09 00:00:00",,,,,"04/26/11 00:00:00",,"09/01/10 00:00:00",,"06/27/14 00:00:00",5.1000000000000000e+01,"A ",3.95655560e+00,,"Doutorado",,"Sim",8.4751000000000000e+04,8.7505000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,"Desligado por não ter enbtregue o trabalho final para defesa."
5.3712009000000000e+07,"CAP","Desligado","06/01/09 00:00:00",,,,,,,,,"06/27/11 00:00:00",5.0000000000000000e+01,"B ",3.05317402e+00,,"Doutorado",,"Não",8.4751000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,"Desligado por falta de matrícula no 1º e 2º período de 2011."
1.0221020090000000e+09,"CAP","Concluído","06/01/09 00:00:00","08/01/13 00:00:00",,,,"08/03/11 00:00:00",,"12/10/10 00:00:00",,"08/01/13 00:00:00",9.4000000000000000e+01,"A ",3.86463618e+00,,"Doutorado","""MÁQUINA DE VETORES DE SUPORTE ADAPTATIVA AO CONTEXTO: FORMALIZAÇÃO E APLICAÇÕES EM SENSORIAMENTO REMOTO""","Sim",8.4751000000000000e+04,9.1812000000000000e+04,3.2568960000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,
1.0721220080000000e+09,"ISO","Concluído","09/01/08 00:00:00",,,,,,,,,,4.0000000000000000e+00,"B-",2.70099998e+00,,"Isolado",,"Sim",3.5265000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.1148120090000000e+09,"ISO","Concluído","06/01/09 00:00:00",,,,,,,,,,3.0000000000000000e+00,"A ",4.00099993e+00,,"Isolado",,"Sim",3.5265000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.1147320090000000e+09,"ISO","Ativo","06/01/09 00:00:00",,,,,,,,,,0.0000000000000000e+00,"D",0.00000000e+00,,"Isolado",,"Não",3.5265000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.1140620090000000e+09,"ISO","Concluído","06/01/09 00:00:00",,,,,,,,,,8.0000000000000000e+00,"A ",4.00099993e+00,,"Isolado",,"Sim",3.5265000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.1139220090000000e+09,"ISO","Concluído","06/01/09 00:00:00",,,,,,,,,,3.0000000000000000e+00,"B ",3.00099993e+00,,"Isolado",,"Sim",3.5265000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.1177520090000000e+09,"ISO","Concluído","06/01/09 00:00:00",,,,,,,,,,6.0000000000000000e+00,"C+",2.33433342e+00,,"Isolado",,"Sim",8.4751000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.1174020090000000e+09,"ISO","Concluído","06/01/09 00:00:00",,,,,,,,,,1.2000000000000000e+01,"A-",3.67600012e+00,,"Isolado",,"Sim",8.4751000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.1172420090000000e+09,"ISO","Concluído","06/01/09 00:00:00",,,,,,,,,,1.1000000000000000e+01,"A-",3.72827268e+00,,"Isolado",,"Sim",8.4751000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
4.4482200900000000e+08,"CAP","Concluído","09/03/09 00:00:00","11/14/14 00:00:00",,,,"06/03/11 00:00:00",,"12/15/10 00:00:00",,"11/14/14 00:00:00",9.3000000000000000e+01,"B+",3.15299988e+00,,"Doutorado","""PREDIÇÃO DE EVENTOS SEVEROS EM SAÍDAS DE MODELOS METEOROLÓGICOS UTILIZANDO A TEORIA DOS CONJUNTOS APROXIMATIVOS E METAHEURÍSTICAS PARA REDUÇÃO DE ATRIBUTOS""","Sim",8.4751000000000000e+04,6.9566000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
1.1180520090000000e+09,"ETEPCP","Desistiu","09/03/09 00:00:00",,,,,,,,,"03/23/10 00:00:00",2.1000000000000000e+01,"A-",3.70099998e+00,,"Doutorado",,"Sim",1.5768000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
