REG_ALUNO,SIGLA_CURS,STATUS,D_ADIMISSA,D_FINAL,D_TRANCA,D_PRELIMI,D_RETORNO,D_PROPOSTA,D_INTEGRADO,D_QUALIFICAÇÃO,D_SEMINÁRIO,D_SITUÇÃO,TOTCREDI,CONCGLOB,NOTAGLOB,COD_BANCA,NIVEL,TITUTESE,APROVADO,O_ACADEM,O_PESQ1,O_PESQ2,O_PESQ3,O_PESQ4,Observação
3.2816199900000000e+08,"MET","Concluído","03/01/99 00:00:00","09/30/02 00:00:00",,,,"05/29/00 00:00:00",,,,"09/30/02 00:00:00",3.7000000000000000e+01,"B+",3.21700001e+00,,"Mestrado","""INTERCOMPARAÇÃO DE MÉTODOS DE ESTIMATIVA DA TEMPERATURA DA SUPERFÍCIE CONTINENTAL: UM ESTUDO DE CASOS""","Sim",9.2370000000000000e+03,7.7300000000000000e+03,1.3140671415000000e+10,0.0000000000000000e+00,0.0000000000000000e+00,
3.2824199900000000e+08,"MET","Concluído","03/01/99 00:00:00","04/01/02 00:00:00",,,,"06/02/00 00:00:00",,,,"04/01/02 00:00:00",3.7000000000000000e+01,"A-",3.81699991e+00,,"Mestrado","""INTERAÇÕES TRÓPICOS-EXTRATRÓPICOS NA ESCALA DE TEMPO INTRASAZONAL DURANTE O VERÃO AUSTRAL E SEUS EFEITOS NA AMÉRICA DO SUL""","Sim",9.2370000000000000e+03,9.5168000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.2824200400000000e+08,"MET","Desistiu","06/01/04 00:00:00",,,,,,,,,"12/22/04 00:00:00",3.0000000000000000e+01,"A ",4.00099993e+00,,"Doutorado",,"Sim",9.3122000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.2832199900000000e+08,"GES","Desligado","03/01/99 00:00:00",,,,,,,,,"06/23/99 00:00:00",0.0000000000000000e+00,"D",1.00000005e-03,,"Mestrado",,"Não",6.6966000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.2840199900000000e+08,"GES","Concluído","03/01/99 00:00:00","02/02/01 00:00:00",,,,"05/31/00 00:00:00",,,,,3.7000000000000000e+01,"B+",3.20900011e+00,,"Mestrado","""ANÁLISE DE CURVAS DE CORRENTE DE RELÂMPAGOS EM TORRES""","Sim",6.6966000000000000e+04,9.5427000000000000e+04,7.5387068100000000e+09,0.0000000000000000e+00,0.0000000000000000e+00,
3.2840200100000000e+08,"GES","Concluído","03/01/01 00:00:00","12/09/03 00:00:00",,,,"12/09/02 00:00:00",,"06/06/02 00:00:00",,"12/09/03 00:00:00",8.4000000000000000e+01,"A ",3.92600012e+00,,"Doutorado","""MODELAGEM MATEMÁTICA DE CORRENTES NA TORRE DA ESTAÇÃO MORRO DO CACHIMBO (BRASIL)""","Sim",9.8736000000000000e+04,9.5427000000000000e+04,2.2753710600000000e+10,0.0000000000000000e+00,0.0000000000000000e+00,
3.2859199900000000e+08,"GES","Concluído","03/01/99 00:00:00","02/06/01 00:00:00",,,,"05/25/00 00:00:00",,,,"02/06/01 00:00:00",3.7000000000000000e+01,"A-",3.47300005e+00,,"Mestrado","""OBSERVAÇÃO DE OZÔNIO E RADIAÇÃO UV-B NA CORDILHEIRA DOS ANDES""","Sim",6.6966000000000000e+04,8.4100000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.2859200100000000e+08,"GES","Concluído","03/01/01 00:00:00","02/22/05 00:00:00",,,,"03/21/03 00:00:00",,"08/15/02 00:00:00",,"02/22/05 00:00:00",8.4000000000000000e+01,"A ",4.04099989e+00,,"Doutorado","""ESTUDO DA ORIGEM INTERPLANETÁRIA E SOLAR DE EVENTOS DE ATIVIDADE AURORAL CONTÍNUA E DE LONGA DURAÇÃO""","Sim",9.8736000000000000e+04,6.4750000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.2875199900000000e+08,"GES","Concluído","03/01/99 00:00:00","09/13/02 00:00:00",,,,"06/01/00 00:00:00",,,,"09/13/02 00:00:00",3.7000000000000000e+01,"B ",3.04900002e+00,,"Mestrado","""CARACTERÍSTICAS DAS IRREGULARIDADES DO PLASMA NA IONOSFERA EQUATORIAL, OBSERVADAS A PARTIR DE MEDIDAS IN SITU""","Sim",6.6966000000000000e+04,6.7474000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.2883199900000000e+08,"GES","Concluído","03/01/99 00:00:00","05/31/01 00:00:00",,,,"06/01/00 00:00:00",,,,"05/31/01 00:00:00",3.7000000000000000e+01,"B+",3.28500009e+00,,"Mestrado","""ANÁLISE DOS EFEITOS DAS QUEIMADAS SOBRE OS RELÂMPAGOS NO SUDESTE DO BRASIL PARA OS PERÍODOS DE SETEMBRO-NOVEMBRO - 1998/99""","Sim",6.6966000000000000e+04,9.3408000000000000e+04,9.5427000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,
3.2883200100000000e+08,"GES","Concluído","06/04/01 00:00:00","07/25/05 00:00:00",,,,"08/13/03 00:00:00",,"12/13/02 00:00:00",,"07/25/05 00:00:00",8.7000000000000000e+01,"A-",3.82708693e+00,,"Doutorado","""CARACTERÍSTICAS DOS RELÂMPAGOS GERADOS POR NUVENS DE TEMPESTADES EM AMBIENTES SOB A INFLUÊNCIA DAS QUEIMADAS EM RONDÔNIA""","Sim",9.8736000000000000e+04,9.3408000000000000e+04,9.5427000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,
3.2891199900000000e+08,"GES","Concluído","03/01/99 00:00:00","02/21/03 00:00:00",,,,"06/04/01 00:00:00",,"09/29/00 00:00:00",,"02/21/03 00:00:00",9.4000000000000000e+01,"A ",4.05725002e+00,,"Doutorado","""ESTUDO DO COMPORTAMENTO DO DIÓXIDO DE NITROGÊNIO ATMOSFÉRICO COM BASE NOS DADOS DO ESPECTROFOTÔMETRO BREWER""","Sim",6.6966000000000000e+04,8.4100000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.2905199900000000e+08,"ISO","Concluído","09/08/99 00:00:00",,,,,,,,,,3.0000000000000000e+00,"A ",4.00099993e+00,,"Isolado",,"Sim",4.8437000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.2913199900000000e+08,"ISO","Desligado","03/01/99 00:00:00",,,,,,,,,,3.0000000000000000e+00,"D",1.35100007e+00,,"Isolado",,"Não",4.8437000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.2921199900000000e+08,"ISO","Concluído","03/01/99 00:00:00",,,,,,,,,,3.0000000000000000e+00,"A-",3.70099998e+00,,"Isolado",,"Sim",4.8437000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.2948199900000000e+08,"ISO","Concluído","03/01/99 00:00:00",,,,,,,,,,6.0000000000000000e+00,"A+",4.10099983e+00,,"Isolado",,"Sim",4.8437000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.2948200100000000e+08,"CAP","Concluído","03/01/01 00:00:00","06/29/04 00:00:00",,,,"12/06/02 00:00:00",,,,"06/29/04 00:00:00",3.6000000000000000e+01,"A-",3.71350002e+00,,"Mestrado","""UMA ABORDAGEM PARA A GERÊNCIA DAS MODIFICAÇÕES E DA CONFIGURAÇÃO EM UM AMBIENTE INTEGRADO PARA DESENVOLVIMENTO E GESTÃO DE PROJETOS DE SOFTWARE""","Sim",6.2677000000000000e+04,2.3612000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.2956199900000000e+08,"ISO","Desligado","03/01/99 00:00:00",,,,,,,,,"06/23/99 00:00:00",0.0000000000000000e+00,"D",1.00000005e-03,,"Isolado",,"Não",4.8437000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.2964199900000000e+08,"ISO","Desligado","03/01/99 00:00:00",,,,,,,,,,0.0000000000000000e+00,"D",1.00000005e-03,,"Isolado",,"Não",4.8437000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.2972199900000000e+08,"ISO","Concluído","03/01/99 00:00:00",,,,,,,,,,6.0000000000000000e+00,"B ",3.10099983e+00,,"Isolado",,"Sim",4.8437000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.2980199900000000e+08,"ISO","Concluído","03/01/99 00:00:00",,,,,,,,,,3.0000000000000000e+00,"A+",4.20099974e+00,,"Isolado",,"Sim",4.8437000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.2999199900000000e+08,"ISO","Concluído","03/01/99 00:00:00",,,,,,,,,,6.0000000000000000e+00,"A-",3.50099993e+00,,"Isolado",,"Sim",4.8437000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.3766200000000000e+08,"MET","Concluído","03/02/00 00:00:00","09/26/03 00:00:00",,,,"06/06/01 00:00:00",,,,"09/26/03 00:00:00",3.7000000000000000e+01,"B+",3.27699995e+00,,"Mestrado","""ANÁLISE DO PROCEDIMENTO DE ASSIMILAÇÃO DE SONDAGENS DERIVADAS DE SATÉLITES E DE SEU IMPACTO NA PREVISAÕ DE TEMPO UTILIZANDO UM SISTEMA ESTATÍSTICO EM ESPAÇO FÍSICO""","Sim",5.6316000000000000e+04,9.3130000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.3766200700000000e+08,"MET","Concluído","06/04/07 00:00:00","03/28/13 00:00:00",,,,"12/16/08 00:00:00",,"08/05/08 00:00:00",,"03/28/13 00:00:00",6.9000000000000000e+01,"A-",3.46766663e+00,,"Doutorado","""ENERGÉTICA DE EVENTOS DE JATO EM BAIXOS NÍVEIS DURANTE O SALLJEX""","Sim",2.2101000000000000e+04,9.8221000000000000e+04,2.3652365666000000e+10,0.0000000000000000e+00,0.0000000000000000e+00,
3.3804200000000000e+08,"ISO","Concluído","03/02/00 00:00:00",,,,,,,,,,6.0000000000000000e+00,"A+",4.20099974e+00,,"Isolado",,"Sim",4.8437000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.3804200100000000e+08,"CAP","Concluído","03/01/01 00:00:00","06/13/03 00:00:00",,,,"03/14/02 00:00:00",,,,"06/13/03 00:00:00",3.6000000000000000e+01,"A ",4.08850002e+00,,"Mestrado","""ABORDAGENS DE OBJETOS DISTRIBUÍDOS APLICADAS AO SIMULADOR DE SATÉLITES DO INPE""","Sim",6.2677000000000000e+04,5.9579000000000000e+04,6.3880000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,
3.3804200300000000e+08,"ISO","Concluído","09/04/03 00:00:00",,,,,,,,,,3.0000000000000000e+00,"A ",4.00099993e+00,,"Isolado",,"Sim",4.4606728800000000e+09,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.3855200300000000e+08,"ISO","Concluído","03/07/03 00:00:00",,,,,,,,,,0.0000000000000000e+00,,,,"Isolado",,"Sim",2.1180000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.3855200400000000e+08,"ETECMS","Desistiu","03/01/04 00:00:00",,,,,,,,,"11/05/04 00:00:00",4.0000000000000000e+00,"B-",2.70099998e+00,,"Mestrado",,"Sim",2.1180000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.5858198800000000e+08,"SER","Concluído","03/01/88 00:00:00","02/07/92 00:00:00",,"12/21/89 00:00:00",,,"03/16/89 00:00:00",,,"02/07/92 00:00:00",4.0000000000000000e+01,"A-",3.61951852e+00,,"Mestrado","Reflectância espectral do trigo irrigado (Triticum Aestivam, L.) por espectrorradiometria de campo e aplicação do modelo Sail.","Sim",1.8640000000000000e+03,1.8640000000000000e+03,2.0822570610000000e+10,0.0000000000000000e+00,0.0000000000000000e+00,
3.6447199900000000e+08,"ISO","Desligado","03/01/99 00:00:00",,,,,,,,,,0.0000000000000000e+00,"D",1.00000005e-03,,"Isolado",,"Não",4.8437000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.6455199900000000e+08,"ISO","Concluído","03/01/99 00:00:00",,,,,,,,,,3.0000000000000000e+00,"A+",4.20099974e+00,,"Isolado",,"Sim",4.8437000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.6463199900000000e+08,"ISO","Concluído","03/01/99 00:00:00",,,,,,,,,,1.2000000000000000e+01,"B-",2.56766677e+00,,"Isolado",,"Sim",4.8437000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.6463200200000000e+08,"ETEPCP","Desistiu","02/04/02 00:00:00",,,,,,,,,,,,0.00000000e+00,,"Mestrado",,,2.1180000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.6471199900000000e+08,"ISO","Desligado","03/01/99 00:00:00",,,,,,,,,,3.0000000000000000e+00,"C ",2.10099983e+00,,"Isolado",,"Não",4.8437000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.6498199900000000e+08,"ISO","Concluído","03/01/99 00:00:00",,,,,,,,,,3.0000000000000000e+00,"C+",2.30099988e+00,,"Isolado",,"Sim",4.8437000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.6501199900000000e+08,"ISO","Concluído","03/01/99 00:00:00",,,,,,,,,,6.0000000000000000e+00,"B+",3.15100002e+00,,"Isolado",,"Sim",4.8437000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.6528199900000000e+08,"ISO","Concluído","03/01/99 00:00:00",,,,,,,,,,6.0000000000000000e+00,"A+",4.10099983e+00,,"Isolado",,"Sim",4.8437000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.6536199900000000e+08,"ISO","Desligado","03/01/99 00:00:00",,,,,,,,,,0.0000000000000000e+00,"D",1.00000005e-03,,"Isolado",,"Não",4.8437000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.6544199900000000e+08,"ETECMC","Concluído","03/01/99 00:00:00","10/01/02 00:00:00",,,,"09/05/01 00:00:00",,,,"10/01/02 00:00:00",3.7000000000000000e+01,"B+",3.33736372e+00,,"Mestrado","""MODELAGEM E SIMULAÇÃO  DE UM GIRÔMETRO SINTONIZADO DINAMICAMENTE EM UM CAD ELETRÔNICO""","Sim",2.1180000000000000e+04,2.1463263600000000e+10,7.7798000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,
3.6552199900000000e+08,"ETECMC","Concluído","03/01/99 00:00:00","10/24/01 00:00:00",,,,"09/05/01 00:00:00",,,,"10/24/01 00:00:00",3.7000000000000000e+01,"A-",3.62827277e+00,,"Mestrado","""OTIMIZAÇÃO DO PESO DE UMA GRANDE ESTRUTURA ESPACIAL EM ÓRBITA BAIXA DA TERRA COM RESTRIÇÃO NA FREQÜÊNCIA FUNDAMENTAL DE VIBRAÇÃO""","Sim",2.1180000000000000e+04,6.6230000000000000e+04,2.1463263600000000e+10,0.0000000000000000e+00,0.0000000000000000e+00,
3.6560199900000000e+08,"ETECMC","Desligado","03/01/99 00:00:00",,,,,"12/08/00 00:00:00",,,,"09/10/02 00:00:00",3.8000000000000000e+01,"B+",3.33528566e+00,,"Mestrado",,"Sim",2.1180000000000000e+04,9.3017000000000000e+04,6.6230000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,
3.6579199900000000e+08,"ISO","Desligado","03/01/99 00:00:00",,,,,,,,,,0.0000000000000000e+00,"D",1.00000005e-03,,"Isolado",,"Não",2.1180000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.6587199900000000e+08,"ISO","Concluído","03/01/99 00:00:00",,,,,,,,,,8.0000000000000000e+00,"B-",2.70099998e+00,,"Isolado",,"Sim",2.1180000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.6595199900000000e+08,"ISO","Desligado","03/01/99 00:00:00",,,,,,,,,,0.0000000000000000e+00,"D",1.00000005e-03,,"Isolado",,"Não",2.1180000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.6609199900000000e+08,"ISO","Concluído","03/01/99 00:00:00",,,,,,,,,,3.0000000000000000e+00,"B+",3.30099988e+00,,"Isolado",,"Sim",9.2370000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.6617199900000000e+08,"ISO","Concluído","03/01/99 00:00:00",,,,,,,,,,1.9000000000000000e+01,"B-",2.68521047e+00,,"Isolado",,"Não",9.2370000000000000e+03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.6617200000000000e+08,"MET","Desligado","09/04/00 00:00:00",,,,,"06/07/02 00:00:00",,,,"09/01/04 00:00:00",2.5000000000000000e+01,"B+",3.28100014e+00,,"Mestrado",,"Sim",5.6316000000000000e+04,9.3130000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.6625199900000000e+08,"ISO","Concluído","03/01/99 00:00:00",,,,,,,,,,,,0.00000000e+00,,"Isolado",,,5.9870000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.6633199900000000e+08,"ISO","Concluído","03/01/99 00:00:00",,,,,,,,,,6.0000000000000000e+00,"B+",3.35100007e+00,,"Isolado",,"Sim",4.8437000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.6633200100000000e+08,"CAP","Concluído","03/01/01 00:00:00","03/19/04 00:00:00",,,,"12/06/02 00:00:00",,,,"03/19/04 00:00:00",3.6000000000000000e+01,"A-",3.57599998e+00,,"Mestrado","""UMA ABORDAGEM PARA A GERÊNCIA DA QUALIDADE EM UM AMBIENTE DE ENGENHARIA DE SOFTWARE CENTRADO EM PROCESSO""","Sim",6.2677000000000000e+04,2.3612000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.6641199900000000e+08,"ISO","Desligado","03/01/99 00:00:00",,,,,,,,,,3.0000000000000000e+00,"C ",1.85100007e+00,,"Isolado",,"Não",5.9870000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.6668199900000000e+08,"ISO","Desistiu","03/01/99 00:00:00",,,,,,,,,"04/19/99 00:00:00",,,0.00000000e+00,,"Isolado",,,5.9870000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.6676199900000000e+08,"ISO","Desligado","03/01/99 00:00:00",,,,,,,,,,0.0000000000000000e+00,"D",1.00000005e-03,,"Isolado",,"Não",5.9870000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.6684199900000000e+08,"ISO","Concluído","03/01/99 00:00:00",,,,,,,,,,3.0000000000000000e+00,"B+",3.30099988e+00,,"Isolado",,"Sim",5.9870000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.6692199900000000e+08,"ISO","Concluído","03/01/99 00:00:00",,,,,,,,,,3.0000000000000000e+00,"B ",3.00099993e+00,,"Isolado",,"Sim",5.9870000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.6706199900000000e+08,"ISO","Concluído","03/01/99 00:00:00",,,,,,,,,,3.0000000000000000e+00,"A+",4.20099974e+00,,"Isolado",,"Sim",2.1180000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.6714200000000000e+08,"AST","Concluído","03/02/00 00:00:00","09/03/03 00:00:00",,,,"09/03/01 00:00:00",,,,"09/03/03 00:00:00",3.6000000000000000e+01,"B+",3.23281813e+00,,"Mestrado","""ESTUDO EM MICROONDAS DO APRISIONAMENTO E PRECIPITAÇÃO DE ELÉTRONS EM EXPLOSÕES SOLARES""","Sim",9.3920000000000000e+04,7.3397334853000000e+10,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.6722200000000000e+08,"ISO","Concluído","03/02/00 00:00:00",,,,,,,,,,3.0000000000000000e+00,"B+",3.30099988e+00,,"Isolado",,"Sim",5.9870000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.6730200000000000e+08,"ETECMC","Concluído","03/02/00 00:00:00","02/20/02 00:00:00",,,,"02/22/01 00:00:00",,,,"02/20/02 00:00:00",3.6000000000000000e+01,"A-",3.71528578e+00,,"Mestrado","""ESTUDO DO DESEMPENHO DO SISTEMA DE CONTROLE DE ATITUDE DE UM SATÉLITE RÍGIDO/FLEXÍVEL""","Sim",2.1180000000000000e+04,5.6235000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.6730200200000000e+08,"ETECMC","Desligado","02/28/02 00:00:00",,,,,"05/28/04 00:00:00",,"06/05/03 00:00:00",,"06/09/06 00:00:00",5.2000000000000000e+01,"A-",3.48099995e+00,,"Doutorado",,"Sim",2.1180000000000000e+04,9.3017000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,"Desligada porque ficou 2 períodos sem matrícula."
3.6749200000000000e+08,"ETECMC","Concluído","03/02/00 00:00:00","10/09/01 00:00:00",,,,"12/18/00 00:00:00",,,,"10/09/01 00:00:00",4.0000000000000000e+01,"A-",3.75300002e+00,,"Mestrado","""DETERMINAÇÃO E MANOBRAS ENVOLVENDO ÓRBITAS HALO NO SISTEMA TERRA-LUA""","Sim",2.1180000000000000e+04,2.1180000000000000e+04,6.8964520000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,
3.6749200100000000e+08,"ETECMC","Concluído","09/05/01 00:00:00","12/08/05 00:00:00",,,,"12/12/03 00:00:00",,"05/13/03 00:00:00",,"12/08/05 00:00:00",8.4000000000000000e+01,"A ",3.93041182e+00,,"Doutorado","""TRANSFERÊNCIAS ORBITAIS E DINÂMICA NA VIZINHANÇA DOS PONTOS LAGRANGIANOS L1 E L2""","Sim",2.1180000000000000e+04,2.1180000000000000e+04,6.8964520000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,
3.6765200000000000e+08,"ETECMC","Concluído","03/02/00 00:00:00","02/18/02 00:00:00",,,,"05/30/01 00:00:00",,,,"02/18/02 00:00:00",4.5000000000000000e+01,"B+",3.33578253e+00,,"Mestrado","""PERTUBAÇÃO DE TERCEIRO CORPO COM MODELOS DE MÉDIA SIMPLES""","Sim",2.1180000000000000e+04,2.1180000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.6765200200000000e+08,"ETECMC","Concluído","02/28/02 00:00:00","10/23/06 00:00:00",,,,"05/19/04 00:00:00",,"09/05/03 00:00:00",,"10/23/06 00:00:00",9.1000000000000000e+01,"A+",4.15889454e+00,,"Doutorado","""ESTUDO DOS EFEITOS PERTURBATIVOS DO TERCEIRO CORPO E DO ACHATAMENTO DE UM PLANETA NA DINÂMICA DE UM VEÍCULO ESPACIAL: CASO NETUNO - TRITÃO""","Sim",2.1180000000000000e+04,2.0974140872000000e+10,2.1180000000000000e+04,1.2513000000000000e+05,0.0000000000000000e+00,
3.6773199900000000e+08,"ISO","Desligado","03/01/99 00:00:00",,,,,,,,,,3.0000000000000000e+00,"C ",2.10099983e+00,,"Isolado",,"Não",4.8437000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.6773200000000000e+08,"ISO","Desligado","03/02/00 00:00:00",,,,,,,,,,9.0000000000000000e+00,"B-",2.75099993e+00,,"Isolado",,"Não",4.8437000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.6781200000000000e+08,"ISO","Concluído","03/02/00 00:00:00",,,,,,,,,,,,0.00000000e+00,,"Isolado",,,4.8437000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.6803200000000000e+08,"ISO","Concluído","03/02/00 00:00:00",,,,,,,,,,8.0000000000000000e+00,"A ",3.85100007e+00,,"Isolado",,"Sim",2.1180000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.6811200000000000e+08,"ISO","Desligado","03/02/00 00:00:00",,,,,,,,,,0.0000000000000000e+00,"D",1.00000005e-03,,"Isolado",,"Não",5.9870000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.6838200000000000e+08,"ISO","Concluído","03/02/00 00:00:00",,,,,,,,,,6.0000000000000000e+00,"A ",3.85100007e+00,,"Isolado",,"Sim",4.8437000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.6838200100000000e+08,"CAP","Desligado","03/01/01 00:00:00",,,,,,,,,"04/26/04 00:00:00",2.4000000000000000e+01,"B+",3.17600012e+00,,"Mestrado",,"Sim",6.2677000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.6846200000000000e+08,"ISO","Concluído","03/02/00 00:00:00",,,,,,,,,,6.0000000000000000e+00,"A-",3.65100002e+00,,"Isolado",,"Sim",4.8437000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.6854200000000000e+08,"ISO","Desligado","03/02/00 00:00:00",,,,,,,,,,0.0000000000000000e+00,"D",1.00000005e-03,,"Isolado",,"Não",4.8437000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
3.6862200000000000e+08,"ETECMC","Concluído","03/02/00 00:00:00","06/21/02 00:00:00",,,,"06/07/01 00:00:00",,,,"06/21/02 00:00:00",4.1000000000000000e+01,"B ",3.14927578e+00,,"Mestrado","""APLICAÇÕES DO GPS (SISTEMA DE POSICIONAMENTO GLOBAL) NAS RADIOCOMUNICAÇÕES""","Sim",2.1180000000000000e+04,6.3350000000000000e+03,9.5478000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,
3.6870200000000000e+08,"ISO","Concluído","03/02/00 00:00:00",,,,,,,,,,9.0000000000000000e+00,"A-",3.66766667e+00,,"Isolado",,"Sim",4.8437000000000000e+04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,
